player,week,games_played,max_fpts,min_fpts,avg_fpts,avg_minutes
Nikola Vučević,6,2,40.3,39.6,40.0,30.5
Nikola Vučević,7,4,52.8,17.6,27.1,29.2
Nikola Vučević,8,2,29.8,26.6,28.2,26.5
Nikola Vučević,9,3,60.1,37.8,50.3,30.3
Nikola Vučević,10,3,49.3,21.8,34.1,28.7
Nikola Vučević,11,4,60.4,32.4,43.9,33.2
Nikola Vučević,12,3,51.6,45.3,48.8,32.3
Nikola Vučević,13,3,65.1,38.5,50.0,33.7
Norman Powell,1,3,52.4,29.6,43.6,31.0
Norman Powell,3,4,33.6,19.2,27.2,29.0
Norman Powell,4,3,49.9,37.5,42.9,35.0
Norman Powell,5,4,48.2,23.5,37.1,28.5
Norman Powell,6,2,35.9,17.0,26.4,31.0
Norman Powell,7,3,50.3,23.3,36.2,30.3
Norman Powell,8,1,39.7,39.7,39.7,34.0
Norman Powell,9,4,41.9,20.1,30.6,34.0
Norman Powell,10,3,47.1,33.3,39.1,32.0
Norman Powell,11,4,59.2,22.1,39.7,29.2
Norman Powell,12,2,28.4,-1.2,13.6,26.5
Norman Powell,13,2,43.7,42.8,43.2,32.0
OG Anunoby,1,3,53.2,15.6,32.7,34.7
OG Anunoby,2,3,49.5,24.3,37.6,35.0
OG Anunoby,3,3,49.9,39.2,43.6,30.3
OG Anunoby,4,3,22.3,4.5,15.5,25.0
OG Anunoby,7,2,44.0,8.0,26.0,25.5
OG Anunoby,8,2,47.9,27.3,37.6,38.0
OG Anunoby,9,3,27.6,0.5,16.6,33.3
OG Anunoby,10,2,46.6,15.3,31.0,35.5
OG Anunoby,11,4,43.8,20.5,33.9,35.8
OG Anunoby,12,4,45.7,15.0,29.4,33.2
OG Anunoby,13,2,33.3,25.5,29.4,32.0
Onyeka Okongwu,1,3,41.3,33.3,37.0,32.7
Onyeka Okongwu,2,4,44.6,5.8,30.2,27.2
Onyeka Okongwu,3,3,41.0,14.5,30.2,28.3
Onyeka Okongwu,4,4,65.9,21.0,43.2,29.8
Onyeka Okongwu,5,3,33.4,31.7,32.7,31.3
Onyeka Okongwu,6,3,46.1,27.4,35.3,33.7
Onyeka Okongwu,7,4,58.5,19.8,37.5,33.5
Onyeka Okongwu,8,2,47.0,28.5,37.8,32.0
Onyeka Okongwu,9,3,54.4,28.3,37.6,35.7
Onyeka Okongwu,10,3,60.8,23.5,37.1,35.7
Onyeka Okongwu,11,4,53.9,13.5,39.6,30.5
Onyeka Okongwu,12,3,53.9,36.4,47.3,34.7
Onyeka Okongwu,13,2,48.0,25.0,36.5,35.0
P.J. Washington,1,3,33.8,28.1,30.3,33.3
P.J. Washington,2,3,35.1,21.5,26.4,34.3
P.J. Washington,3,4,56.3,24.6,37.3,34.0
P.J. Washington,4,3,26.0,13.0,20.6,21.7
P.J. Washington,5,4,43.0,24.8,32.4,31.8
P.J. Washington,6,2,42.9,39.1,41.0,34.5
P.J. Washington,7,1,40.1,40.1,40.1,36.0
P.J. Washington,8,1,22.3,22.3,22.3,25.0
P.J. Washington,9,3,42.8,38.3,41.1,35.3
P.J. Washington,10,3,40.0,22.6,32.7,32.0
P.J. Washington,11,3,28.8,6.5,18.7,25.0
P.J. Washington,13,1,16.0,16.0,16.0,31.0
Paolo Banchero,1,3,38.8,7.0,27.0,35.7
Paolo Banchero,2,4,59.8,43.5,54.0,33.0
Paolo Banchero,3,3,45.5,34.8,38.4,36.0
Paolo Banchero,4,2,45.1,16.0,30.6,23.5
Paolo Banchero,7,2,18.3,16.4,17.4,22.0
Paolo Banchero,8,2,33.0,30.1,31.6,33.5
Paolo Banchero,9,2,63.0,45.8,54.4,40.5
Paolo Banchero,10,4,39.0,22.0,27.9,34.2
Paolo Banchero,11,4,66.1,54.6,57.9,36.0
Paolo Banchero,12,4,47.3,18.3,36.3,36.0
Paolo Banchero,13,1,64.7,64.7,64.7,37.0
Pascal Siakam,1,3,63.9,30.6,50.3,35.7
Pascal Siakam,2,3,43.8,23.1,36.7,35.0
Pascal Siakam,3,3,56.8,21.0,38.0,35.7
Pascal Siakam,4,3,49.5,23.5,39.0,34.0
Pascal Siakam,5,3,47.4,39.4,44.1,36.0
Pascal Siakam,6,4,53.8,18.0,42.6,32.0
Pascal Siakam,7,3,54.5,30.4,41.5,32.0
Pascal Siakam,8,3,39.8,22.0,30.5,32.7
Pascal Siakam,9,2,52.6,28.1,40.4,34.5
Pascal Siakam,10,4,57.7,16.0,36.4,33.0
Pascal Siakam,11,4,60.1,32.3,44.0,34.2
Pascal Siakam,12,3,46.9,19.5,33.1,32.3
Pascal Siakam,13,3,54.0,38.2,46.5,34.3
Paul George,5,3,36.7,20.0,26.2,22.0
Paul George,6,2,43.1,29.1,36.1,24.5
Paul George,7,3,40.1,16.4,27.6,26.7
Paul George,8,2,49.1,37.2,43.2,33.0
Paul George,9,1,19.3,19.3,19.3,33.0
Paul George,10,3,36.6,19.2,30.5,32.3
Paul George,11,3,41.9,17.4,26.6,35.7
Paul George,12,3,49.2,22.6,37.8,32.7
Paul George,13,3,34.6,27.3,31.8,29.7
Payton Pritchard,1,3,40.6,22.8,30.1,35.7
Payton Pritchard,2,4,39.1,24.8,31.5,30.5
Payton Pritchard,3,4,34.5,12.8,26.6,31.0
Payton Pritchard,4,3,52.5,11.8,36.4,31.3
Payton Pritchard,5,3,48.8,21.4,36.2,34.7
Payton Pritchard,6,3,59.3,24.8,37.9,32.0
Payton Pritchard,7,4,41.9,18.3,31.5,32.5
Payton Pritchard,8,1,27.4,27.4,27.4,31.0
Payton Pritchard,9,3,64.7,22.6,37.3,33.0
Payton Pritchard,10,3,51.4,21.8,32.9,36.3
Payton Pritchard,11,3,40.3,34.1,37.3,35.3
Payton Pritchard,12,4,57.4,17.5,37.5,31.0
Payton Pritchard,13,2,49.9,24.5,37.2,30.5
Peyton Watson,1,2,13.0,6.0,9.5,18.0
Peyton Watson,2,3,36.5,20.0,27.7,23.7
Peyton Watson,3,4,36.8,2.5,21.3,21.2
Peyton Watson,4,3,20.5,5.5,10.7,24.7
Peyton Watson,5,4,59.5,21.8,33.9,34.0
Peyton Watson,6,3,46.0,26.8,35.4,31.7
Peyton Watson,7,4,37.8,14.3,27.8,32.2
Peyton Watson,8,1,23.6,23.6,23.6,23.0
Peyton Watson,9,1,8.3,8.3,8.3,6.0
Peyton Watson,10,4,39.4,0.0,22.6,32.2
Peyton Watson,11,4,37.3,17.0,29.3,34.2
Peyton Watson,12,4,49.1,38.2,43.3,38.5
Peyton Watson,13,2,61.8,25.1,43.5,35.0
RJ Barrett,1,3,51.6,26.3,41.1,30.3
RJ Barrett,2,4,43.6,20.6,32.0,34.2
RJ Barrett,3,3,46.2,32.1,38.8,32.7
RJ Barrett,4,3,35.9,20.0,27.8,28.0
RJ Barrett,5,4,39.6,23.6,30.3,29.0
RJ Barrett,10,1,26.1,26.1,26.1,24.0
RJ Barrett,11,2,37.2,28.3,32.8,27.0
RJ Barrett,12,3,40.8,28.6,34.8,31.3
Rudy Gobert,1,3,47.0,14.5,27.8,31.3
Rudy Gobert,2,3,58.5,23.5,35.3,33.0
Rudy Gobert,3,4,62.0,18.5,37.8,31.2
Rudy Gobert,4,3,41.0,15.0,27.3,30.3
Rudy Gobert,5,3,42.5,34.5,37.3,33.3
Rudy Gobert,6,4,35.5,25.0,30.9,31.8
Rudy Gobert,7,3,61.5,16.5,39.0,31.7
Rudy Gobert,8,3,64.0,29.0,43.0,25.3
Rudy Gobert,9,3,57.0,23.0,43.3,35.7
Rudy Gobert,10,3,53.0,23.0,40.3,34.3
Rudy Gobert,11,4,55.0,29.5,40.1,29.8
Rudy Gobert,12,4,44.0,31.0,39.6,32.5
Rudy Gobert,13,1,32.5,32.5,32.5,32.0
Russell Westbrook,1,3,35.2,11.0,21.0,21.0
Russell Westbrook,2,3,37.5,26.3,32.5,31.0
Russell Westbrook,3,4,70.9,7.6,43.1,30.8
Russell Westbrook,4,4,41.6,9.3,30.4,29.8
Russell Westbrook,5,3,57.6,19.1,38.2,27.0
Russell Westbrook,6,4,64.6,18.0,34.6,28.2
Russell Westbrook,7,2,32.8,26.6,29.7,30.0
Russell Westbrook,8,3,76.6,26.8,46.0,31.7
Russell Westbrook,9,3,43.5,34.0,38.5,31.3
Russell Westbrook,10,3,43.0,17.8,33.7,30.7
Russell Westbrook,11,4,43.3,16.1,28.3,27.5
Russell Westbrook,12,3,41.9,16.3,28.8,31.0
Russell Westbrook,13,3,41.8,35.7,39.0,34.7
Ryan Rollins,1,3,40.3,18.3,29.5,31.0
Ryan Rollins,2,3,55.0,41.0,48.7,32.7
Ryan Rollins,3,4,49.2,14.3,29.1,29.2
Ryan Rollins,4,4,48.7,12.5,35.5,31.5
Ryan Rollins,5,3,66.6,31.0,47.7,34.3
Ryan Rollins,6,4,39.7,20.5,31.0,35.8
Ryan Rollins,7,4,46.6,20.3,33.8,31.8
Ryan Rollins,8,2,25.6,22.3,24.0,24.0
Ryan Rollins,9,2,35.9,33.6,34.8,25.5
Ryan Rollins,10,3,51.1,29.6,43.6,30.3
Ryan Rollins,11,4,71.8,21.1,37.3,35.2
Ryan Rollins,12,3,37.1,9.3,21.1,33.7
Ryan Rollins,13,2,29.8,22.8,26.3,28.5
Santi Aldama,1,3,28.3,18.0,24.9,21.7
Santi Aldama,2,4,46.6,20.6,31.0,26.8
Santi Aldama,3,4,34.8,15.8,24.4,26.8
Santi Aldama,4,3,39.8,33.6,36.2,26.3
Santi Aldama,5,3,51.0,25.0,41.2,29.7
Santi Aldama,6,4,37.0,25.0,32.5,25.2
Santi Aldama,7,3,42.4,17.0,26.0,25.7
Santi Aldama,8,1,42.7,42.7,42.7,36.0
Santi Aldama,9,3,65.5,7.0,32.3,33.7
Santi Aldama,10,4,59.6,12.8,34.9,31.0
Santi Aldama,11,3,35.0,33.4,34.1,32.3
Santi Aldama,12,4,47.3,8.5,29.4,27.0
Santi Aldama,13,1,29.7,29.7,29.7,30.0
Scottie Barnes,1,3,60.0,30.1,48.8,34.0
Scottie Barnes,2,4,64.9,14.1,42.2,32.5
Scottie Barnes,3,3,58.4,40.0,46.5,31.7
Scottie Barnes,4,3,75.3,42.5,54.8,32.7
Scottie Barnes,5,4,51.5,32.5,43.4,33.2
Scottie Barnes,6,4,66.3,34.7,46.4,36.2
Scottie Barnes,7,4,67.1,22.8,47.9,35.8
Scottie Barnes,8,1,24.8,24.8,24.8,37.0
Scottie Barnes,9,4,50.3,16.0,36.8,33.8
Scottie Barnes,10,3,94.5,26.0,55.5,35.7
Scottie Barnes,11,3,68.6,36.8,52.0,34.0
Scottie Barnes,12,3,48.8,22.0,38.3,36.3
Scottie Barnes,13,3,65.8,26.0,44.8,38.0
Shaedon Sharpe,1,3,19.3,11.9,14.7,28.7
Shaedon Sharpe,2,3,28.5,21.2,25.9,25.7
Shaedon Sharpe,3,3,39.8,25.8,33.4,26.3
Shaedon Sharpe,4,4,61.1,31.3,43.4,32.2
Shaedon Sharpe,5,1,35.0,35.0,35.0,30.0
Shaedon Sharpe,6,2,18.5,4.8,11.7,22.0
Shaedon Sharpe,7,4,40.1,14.9,31.3,31.0
Shaedon Sharpe,8,2,61.0,30.7,45.9,30.0
Shaedon Sharpe,9,2,34.2,31.6,32.9,34.5
Shaedon Sharpe,10,4,33.0,22.6,28.9,31.5
Shaedon Sharpe,11,4,34.1,1.5,20.1,30.0
Shaedon Sharpe,12,4,59.0,17.9,37.7,32.8
Shaedon Sharpe,13,2,45.1,28.3,36.7,30.5
Shai Gilgeous-Alexander,1,3,81.6,52.8,63.8,40.3
Shai Gilgeous-Alexander,2,4,64.8,38.3,51.2,32.5
Shai Gilgeous-Alexander,3,4,69.2,49.1,57.5,32.8
Shai Gilgeous-Alexander,4,3,64.4,61.1,63.1,28.7
Shai Gilgeous-Alexander,5,4,71.1,49.3,56.3,31.2
Shai Gilgeous-Alexander,6,3,72.3,38.0,55.6,36.3
Shai Gilgeous-Alexander,7,2,59.1,57.0,58.0,32.5
Shai Gilgeous-Alexander,8,2,55.9,39.3,47.6,32.0
Shai Gilgeous-Alexander,9,2,65.1,61.4,63.2,33.0
Shai Gilgeous-Alexander,10,4,69.9,36.3,52.5,34.0
Shai Gilgeous-Alexander,11,4,66.6,24.3,48.9,32.2
Shai Gilgeous-Alexander,12,3,74.3,28.3,51.6,34.7
Shai Gilgeous-Alexander,13,2,56.8,27.3,42.0,33.5
Stephen Curry,1,3,78.8,39.4,57.8,32.0
Stephen Curry,2,4,39.6,14.2,28.6,30.0
Stephen Curry,3,1,38.5,38.5,38.5,34.0
Stephen Curry,4,4,70.0,6.8,38.3,29.5
Stephen Curry,5,2,56.6,50.7,53.7,34.0
Stephen Curry,6,2,45.8,20.6,33.2,31.0
Stephen Curry,8,2,73.1,52.3,62.7,33.5
Stephen Curry,9,2,49.2,35.1,42.2,34.0
Stephen Curry,10,3,44.7,24.1,36.5,35.0
Stephen Curry,11,3,42.8,33.5,38.9,32.0
Stephen Curry,12,4,54.9,41.4,49.3,33.2
Stephen Curry,13,2,49.7,31.6,40.7,29.5
Stephon Castle,1,3,39.8,16.0,24.9,30.7
Stephon Castle,2,3,57.6,28.8,47.5,33.3
Stephon Castle,3,3,45.0,29.8,39.9,36.0
Stephon Castle,4,4,55.0,8.3,38.1,28.8
Stephon Castle,8,3,53.9,23.8,34.4,28.0
Stephon Castle,9,3,40.8,32.3,35.8,27.0
Stephon Castle,10,3,37.0,32.2,33.8,31.0
Stephon Castle,11,4,41.3,6.0,27.9,32.8
Stephon Castle,12,4,37.5,6.0,20.4,29.8
Stephon Castle,13,2,43.8,37.4,40.6,31.0
Tobias Harris,1,3,36.6,29.3,32.2,36.3
Tobias Harris,2,3,35.3,12.1,20.2,28.0
Tobias Harris,5,1,40.4,40.4,40.4,23.0
Tobias Harris,6,4,37.2,18.8,28.8,28.5
Tobias Harris,7,3,28.0,5.8,17.0,28.7
Tobias Harris,8,1,21.8,21.8,21.8,21.0
Tobias Harris,9,3,33.5,7.0,22.0,25.7
Tobias Harris,10,4,40.9,12.0,28.2,27.8
Tobias Harris,11,1,7.3,7.3,7.3,6.0
Tobias Harris,13,1,46.5,46.5,46.5,29.0
Trae Young,1,3,39.8,26.8,31.7,32.7
Trae Young,2,2,50.8,9.5,30.1,20.5
Trae Young,9,2,55.6,24.5,40.0,23.0
Trae Young,10,3,55.8,18.0,38.4,31.3
Tre Jones,1,2,42.8,35.8,39.3,30.5
Tre Jones,2,4,48.1,19.0,30.1,29.8
Tre Jones,3,3,36.5,24.0,29.8,28.7
Tre Jones,4,2,49.5,26.0,37.8,31.5
Tre Jones,5,2,14.0,10.0,12.0,22.0
Tre Jones,6,3,42.5,23.5,32.7,28.0
Tre Jones,7,1,29.1,29.1,29.1,30.0
Tre Jones,8,2,28.0,14.0,21.0,24.5
Tre Jones,9,3,43.5,22.5,33.7,23.0
Tre Jones,10,3,30.0,16.5,21.8,23.0
Tre Jones,11,4,51.3,12.0,27.8,26.2
Tre Jones,12,3,31.8,24.5,28.6,27.0
Tre Jones,13,3,60.5,29.0,40.1,27.7
Trey Murphy,1,2,56.9,22.8,39.9,39.0
Trey Murphy,2,4,40.0,12.8,26.8,33.0
Trey Murphy,3,3,72.0,31.8,46.3,37.7
Trey Murphy,4,4,42.4,34.6,37.8,35.5
Trey Murphy,5,4,45.5,28.7,37.7,33.8
Trey Murphy,6,2,36.2,28.6,32.4,37.0
Trey Murphy,7,3,63.7,41.1,50.1,36.7
Trey Murphy,8,3,56.1,38.6,49.3,34.3
Trey Murphy,9,2,47.1,32.6,39.9,35.5
Trey Murphy,10,4,38.8,28.1,34.4,34.2
Trey Murphy,11,3,54.1,26.9,37.5,36.7
Trey Murphy,12,3,68.1,39.4,55.6,37.3
Trey Murphy,13,3,68.0,35.5,48.7,36.7
Tyler Herro,6,3,56.4,29.8,45.2,31.0
Tyler Herro,7,2,34.7,27.6,31.2,31.0
Tyler Herro,8,1,30.5,30.5,30.5,34.0
Tyler Herro,12,3,42.8,22.3,32.3,29.3
Tyler Herro,13,2,45.2,24.6,34.9,35.0
Tyrese Maxey,1,2,66.1,47.2,56.6,41.5
Tyrese Maxey,2,4,68.2,50.2,60.2,43.0
Tyrese Maxey,3,4,64.3,46.1,54.1,39.0
Tyrese Maxey,4,2,49.1,43.4,46.2,37.0
Tyrese Maxey,5,4,96.3,42.0,60.4,40.8
Tyrese Maxey,6,3,59.1,28.8,46.7,42.0
Tyrese Maxey,7,4,69.2,33.0,52.0,36.2
Tyrese Maxey,9,2,55.5,47.8,51.6,39.5
Tyrese Maxey,10,3,48.0,17.5,36.7,38.3
Tyrese Maxey,11,3,77.2,62.8,71.7,40.7
Tyrese Maxey,12,4,62.2,38.4,51.2,39.2
Tyrese Maxey,13,3,60.1,25.6,45.2,35.0
VJ Edgecombe,1,2,48.0,45.3,46.6,41.0
VJ Edgecombe,2,4,51.6,27.2,35.9,38.0
VJ Edgecombe,3,4,35.1,10.0,22.2,35.8
VJ Edgecombe,4,2,31.7,16.1,23.9,36.0
VJ Edgecombe,5,3,40.3,27.6,33.5,37.3
VJ Edgecombe,6,1,18.3,18.3,18.3,21.0
VJ Edgecombe,7,4,40.3,20.6,28.4,27.5
VJ Edgecombe,8,2,43.9,36.2,40.0,39.0
VJ Edgecombe,9,2,45.4,38.9,42.1,36.5
VJ Edgecombe,10,2,22.5,7.6,15.1,33.5
VJ Edgecombe,11,3,55.5,50.2,53.0,40.7
VJ Edgecombe,12,4,49.5,21.6,37.2,40.5
VJ Edgecombe,13,3,37.5,18.8,27.0,31.7
Victor Wembanyama,1,3,84.8,75.9,80.7,32.7
Victor Wembanyama,2,3,73.3,23.8,51.9,35.0
Victor Wembanyama,3,3,50.6,27.0,40.2,34.0
Victor Wembanyama,4,3,82.8,57.9,67.7,36.7
Victor Wembanyama,8,1,36.8,36.8,36.8,21.0
Victor Wembanyama,9,3,57.6,36.0,46.0,20.0
Victor Wembanyama,10,3,60.5,19.8,40.1,25.7
Victor Wembanyama,11,2,57.1,51.6,54.4,25.5
Victor Wembanyama,12,4,48.0,40.3,45.3,25.0
Victor Wembanyama,13,2,46.5,26.5,36.5,25.0
Wendell Carter,1,3,24.0,22.8,23.3,30.7
Wendell Carter,2,4,40.6,12.6,30.6,26.0
Wendell Carter,3,3,27.1,18.6,22.2,31.0
Wendell Carter,4,4,44.8,16.5,31.6,32.5
Wendell Carter,5,3,43.3,18.6,29.9,29.7
Wendell Carter,6,2,28.1,27.0,27.6,27.0
Wendell Carter,7,4,36.3,19.5,24.0,30.0
Wendell Carter,8,2,45.6,39.6,42.6,33.0
Wendell Carter,9,2,55.2,36.8,46.0,33.0
Wendell Carter,10,4,35.8,14.0,29.1,31.5
Wendell Carter,11,4,47.3,22.5,29.7,31.2
Wendell Carter,12,3,40.0,12.5,27.3,29.3
Wendell Carter,13,1,24.3,24.3,24.3,29.0
Zach Edey,4,1,30.5,30.5,30.5,25.0
Zach Edey,5,3,48.5,26.5,36.8,25.3
Zach Edey,6,4,73.5,4.5,43.8,25.5
Zach Edey,7,3,48.5,19.0,30.8,27.0
Zach LaVine,1,3,40.2,32.6,36.0,37.3
Zach LaVine,2,3,48.1,27.2,39.7,36.7
Zach LaVine,3,3,41.8,15.6,26.1,32.0
Zach LaVine,4,3,38.2,15.3,24.0,32.0
Zach LaVine,5,3,34.2,6.0,21.5,30.7
Zach LaVine,6,4,44.2,7.3,24.1,34.5
Zach LaVine,7,2,56.9,9.5,33.2,29.0
Zach LaVine,8,2,17.6,9.8,13.7,27.0
Zach LaVine,11,1,33.1,33.1,33.1,36.0
Zach LaVine,12,3,34.6,15.9,23.8,31.7
Zach LaVine,13,3,33.9,29.9,31.9,33.3
Zion Williamson,1,2,53.5,50.0,51.8,35.0
Zion Williamson,2,3,37.0,14.0,28.5,29.0
Zion Williamson,5,2,39.5,30.0,34.8,29.5
Zion Williamson,6,3,38.5,27.5,34.2,31.0
Zion Williamson,8,1,30.0,30.0,30.0,27.0
Zion Williamson,9,2,42.5,18.5,30.5,22.0
Zion Williamson,10,4,47.5,32.0,38.2,25.8
Zion Williamson,11,4,64.0,21.5,47.4,28.8
Zion Williamson,12,4,51.0,28.0,41.1,31.2
Zion Williamson,13,3,52.0,26.5,41.2,31.3
